2,0,13,$8.60,13,
3,1,3,$6.78,22,
4,2,9,$11.19,22,
4,3,3,$14.17,13,
4,4,9,$8.66,16,
4,5,3,$5.0,9,
4,6,7,$5.83,14,
4,7,7,$13.46,16,
5,8,11,$6.88,19,
7,9,12,$14.9,17,
8,10,11,$1.30,13,
8,11,13,$11.93,11,
9,12,6,$1.93,21,
10,13,9,$2.26,15,
11,14,4,$8.68,10,
12,15,12,$13.84,6,
13,16,9,$5.85,14,
14,17,11,$11.91,8,
14,18,7,$14.49,21,
15,19,7,$5.9,8,
19,20,9,$14.48,14,
19,21,3,$2.48,13,
20,22,2,$5.82,10,
20,23,9,$5.27,16,
21,24,12,$5.92,24,
21,25,7,$11.61,7,
21,26,12,$9.92,23,
21,27,5,$6.22,8,
22,28,11,$7.86,10,
22,29,6,$5.8,13,
22,30,11,$13.23,10,
23,31,7,$11.19,14,
26,32,12,$2.42,18,
26,33,12,$2.4,7,
26,34,11,$6.33,10,
27,35,6,$5.46,6,
36,36,9,$11.91,7,
36,37,9,$13.99,9,
37,38,2,$0.52,7,
37,39,9,$4.52,18,
40,40,7,$11.83,14,
49,41,13,$8.87,8,
50,42,11,$13.27,8,
51,43,3,$9.37,8,
51,44,5,$8.59,24,
56,45,2,$1.76,12,
57,46,3,$0.68,16,
60,47,9,$6.93,16,
60,48,6,$7.59,23,
60,49,9,$8.29,9,
61,50,11,$10.79,14,
67,51,3,$3.67,21,
67,52,2,$8.98,23,
68,53,7,$0.77,9,
68,54,5,$6.99,8,
70,55,3,$5.13,13,
71,56,6,$6.24,16,
72,57,4,$7.16,8,
73,58,5,$6.63,19,
78,59,13,$4.71,24,
78,60,13,$7.82,14,
78,61,13,$6.62,10,
86,62,5,$3.68,12,
86,63,8,$10.22,8,
86,64,11,$13.5,8,
87,65,11,$3.26,17,
87,66,5,$1.86,19,
87,67,11,$11.38,8,
87,68,8,$2.69,6,
88,69,7,$6.82,5,
88,70,11,$10.86,17,
89,71,5,$8.23,18,
89,72,2,$1.84,12,
90,73,13,$11.55,24,
99,74,11,$3.75,9,
99,75,13,$3.95,14,
100,76,3,$0.77,5,
102,77,12,$5.37,24,
103,78,9,$10.24,13,
103,79,2,$8.18,9,
103,80,4,$8.86,24,
103,81,3,$10.81,7,
111,82,4,$14.61,11,
111,83,5,$1.59,9,
111,84,13,$10.83,11,
111,85,9,$3.88,15,
111,86,9,$14.33,19,
112,87,9,$12.77,20,
112,88,11,$6.15,24,
112,89,10,$3.23,10,
112,90,3,$4.81,11,
112,91,8,$10.77,15,
113,92,10,$2.42,10,
116,93,9,$14.22,5,
117,94,6,$3.20,12,
118,95,4,$9.24,16,
118,96,9,$11.76,20,
119,97,13,$2.96,12,
120,98,10,$12.20,10,
121,99,13,$12.69,12,
121,100,7,$4.96,22,
121,101,7,$3.63,23,
121,102,5,$4.32,13,
121,103,7,$5.19,23,
121,104,4,$14.64,9,
125,105,11,$5.29,15,
134,106,3,$6.80,7,
134,107,6,$14.76,17,
138,108,10,$1.86,24,
139,109,12,$9.3,13,
139,110,5,$13.32,5,
140,111,10,$2.1,17,
146,112,7,$6.69,16,
146,113,9,$13.76,12,
147,114,11,$13.31,5,
148,115,11,$2.82,8,
149,116,10,$7.49,17,
150,117,4,$12.4,17,
151,118,2,$12.98,21,
153,119,6,$3.5,7,
154,120,3,$5.67,7,
159,121,13,$1.1,14,
166,122,13,$1.61,9,
168,123,5,$13.88,5,
168,124,4,$2.59,5,
168,125,5,$1.66,11,
172,126,8,$1.21,5,
179,127,4,$5.80,22,
180,128,3,$4.48,18,
189,129,6,$14.38,10,
190,130,2,$3.24,19,
195,131,4,$12.77,7,
196,132,6,$1.7,12,
197,133,8,$3.86,16,
197,134,12,$7.33,23,
198,135,2,$12.17,13,
199,136,12,$13.33,19,
199,137,10,$2.15,19,
199,138,6,$2.50,8,
200,139,6,$6.9,11,
200,140,6,$5.24,8,
200,141,2,$9.55,19,
200,142,13,$12.55,11,
201,143,4,$3.63,6,
201,144,3,$6.12,10,
202,145,6,$13.24,10,
202,146,7,$7.5,15,
206,147,2,$7.30,23,
207,148,9,$0.44,7,
214,149,2,$6.19,10,
220,150,7,$0.0,11,
221,151,3,$13.34,8,
222,152,8,$1.44,15,
227,153,7,$13.46,11,
232,154,7,$4.48,7,
233,155,4,$13.33,21,
234,156,13,$9.80,9,
234,157,6,$10.2,17,
240,158,12,$4.50,13,
240,159,13,$7.14,15,
241,160,12,$0.35,7,
241,161,4,$6.76,16,
242,162,3,$11.52,16,
245,163,3,$5.48,8,
246,164,12,$9.58,24,
246,165,11,$13.59,21,
246,166,11,$1.93,21,
247,167,2,$14.87,23,
249,168,12,$6.90,10,
250,169,12,$0.13,5,
251,170,12,$4.39,12,
256,171,11,$12.66,7,
257,172,3,$9.45,15,
258,173,8,$5.81,13,
258,174,5,$13.73,13,
264,175,7,$10.88,11,
264,176,2,$2.5,7,
267,177,11,$2.13,15,
268,178,7,$11.89,10,
268,179,7,$0.52,14,
272,180,5,$8.21,14,
272,181,9,$2.95,16,
273,182,12,$8.74,23,
274,183,12,$0.64,21,
278,184,12,$4.99,10,
279,185,5,$6.82,21,
280,186,9,$14.56,11,
281,187,9,$0.21,11,
282,188,8,$12.34,5,
283,189,10,$12.50,8,
283,190,11,$10.68,18,
284,191,4,$6.45,6,
293,192,5,$9.4,11,
293,193,5,$11.80,6,
302,194,9,$2.65,13,
303,195,8,$5.10,7,
308,196,5,$12.28,23,
309,197,2,$3.16,5,
309,198,4,$2.35,13,
310,199,2,$6.3,21,
310,200,9,$7.9,18,
311,201,5,$13.80,13,
314,202,5,$11.39,21,
315,203,8,$4.27,11,
315,204,2,$9.5,5,
315,205,3,$11.62,13,
316,206,12,$0.90,15,
316,207,4,$3.38,23,
316,208,12,$1.50,10,
320,209,2,$1.60,9,
320,210,6,$13.48,24,
321,211,3,$2.40,21,
322,212,3,$10.85,5,
323,213,6,$8.28,5,
323,214,5,$5.87,17,
323,215,6,$7.95,15,
331,216,5,$5.98,20,
336,217,7,$0.34,16,
337,218,2,$10.31,17,
337,219,10,$14.91,5,
340,220,4,$2.39,15,
340,221,5,$2.38,5,
345,222,6,$1.91,14,
346,223,8,$14.37,6,
347,224,9,$2.97,10,
354,225,11,$14.16,17,
358,226,7,$8.33,10,
358,227,7,$4.20,10,
358,228,5,$6.41,8,
358,229,10,$0.54,23,
359,230,12,$13.50,17,
359,231,11,$10.45,23,
360,232,8,$13.44,5,
360,233,12,$8.4,16,
365,234,3,$8.59,5,
366,235,5,$11.7,6,
367,236,7,$5.14,22,
367,237,12,$8.4,6,
367,238,13,$4.29,16,
373,239,12,$2.39,15,
373,240,13,$2.44,20,
378,241,8,$2.41,20,
382,242,10,$2.47,16,
383,243,4,$4.60,20,
384,244,7,$0.81,19,
385,245,3,$12.51,18,
385,246,11,$12.80,8,
386,247,4,$7.53,13,
386,248,6,$14.39,24,
386,249,5,$2.67,19,
388,250,12,$14.75,19,
389,251,10,$14.84,14,
398,252,9,$5.7,7,
398,253,6,$12.90,8,
399,254,9,$13.25,6,
399,255,10,$14.16,11,
403,256,3,$3.82,15,
404,257,5,$0.73,5,
404,258,4,$7.68,21,
405,259,2,$0.59,18,
406,260,12,$1.45,7,
414,261,3,$6.81,7,
422,262,5,$11.99,6,
422,263,13,$13.51,5,
423,264,12,$6.84,13,
423,265,2,$14.46,9,
427,266,5,$9.73,11,
435,267,3,$8.71,11,
436,268,11,$6.82,9,
437,269,9,$0.4,11,
441,270,11,$8.84,20,
448,271,10,$11.65,24,
450,272,10,$9.63,15,
450,273,4,$10.61,11,
451,274,13,$10.2,17,
452,275,3,$12.58,6,
452,276,3,$2.34,6,
453,277,7,$5.86,18,
453,278,8,$14.52,20,
453,279,8,$2.60,21,
453,280,4,$14.14,13,
453,281,9,$6.5,23,
454,282,8,$5.34,14,
455,283,5,$8.63,17,
456,284,11,$9.96,7,
457,285,5,$6.46,12,
458,286,2,$0.86,9,
459,287,4,$7.35,15,
460,288,12,$0.16,11,
460,289,2,$10.22,21,
461,290,10,$2.41,12,
468,291,8,$0.50,7,
472,292,6,$3.58,19,
475,293,4,$1.1,7,
476,294,2,$9.60,18,
477,295,9,$13.73,17,
478,296,11,$13.9,11,
478,297,13,$4.61,20,
478,298,8,$7.17,18,
478,299,4,$14.27,8,
478,300,4,$7.13,9,
478,301,6,$5.79,21,
479,302,5,$7.50,24,
480,303,8,$6.76,5,
481,304,6,$1.58,10,
481,305,6,$13.79,11,
481,306,10,$10.61,17,
482,307,9,$14.90,16,
489,308,7,$9.18,15,
490,309,5,$6.82,10,
490,310,10,$7.96,11,
490,311,8,$0.39,21,
490,312,9,$5.93,5,
491,313,13,$2.71,12,
491,314,4,$8.53,5,
492,315,3,$7.79,21,
495,316,5,$14.10,5,
495,317,9,$10.68,9,
495,318,7,$11.97,5,
495,319,11,$11.6,23,
496,320,11,$9.29,17,
497,321,2,$12.10,23,
503,322,11,$1.9,20,
509,323,2,$14.76,24,
510,324,3,$9.89,10,
511,325,6,$8.59,15,
519,326,11,$2.68,14,
520,327,11,$11.14,13,
521,328,2,$4.83,11,
521,329,3,$14.58,11,
524,330,13,$1.99,21,
525,331,9,$3.5,19,
525,332,8,$12.60,18,
525,333,6,$7.8,6,
525,334,11,$10.10,20,
525,335,2,$10.69,13,
525,336,5,$1.94,8,
525,337,11,$8.67,12,
525,338,2,$5.48,15,
526,339,2,$5.96,13,
526,340,4,$7.3,5,
527,341,5,$0.45,11,
531,342,12,$14.15,13,
536,343,7,$10.46,7,
544,344,12,$0.50,22,
551,345,11,$4.20,21,
551,346,11,$8.0,15,
556,347,10,$6.7,19,
556,348,7,$11.78,24,
557,349,13,$11.61,19,
558,350,7,$7.48,14,
559,351,9,$0.69,18,
560,352,10,$3.52,15,
567,353,2,$10.34,11,
568,354,8,$1.94,20,
568,355,12,$3.59,24,
569,356,3,$7.39,5,
569,357,5,$2.62,19,
569,358,10,$9.2,14,
577,359,5,$11.75,7,
577,360,13,$0.55,16,
585,361,9,$3.9,16,
586,362,3,$1.43,7,
587,363,4,$10.7,19,
588,364,3,$10.8,23,
588,365,4,$8.80,8,
588,366,3,$11.96,10,
589,367,11,$8.68,10,
590,368,11,$0.70,23,
590,369,13,$5.18,24,
591,370,9,$12.25,23,
600,371,7,$13.94,22,
600,372,2,$11.39,21,
604,373,12,$1.46,12,
604,374,3,$9.43,14,
606,375,4,$0.49,12,
606,376,9,$9.63,10,
606,377,8,$1.41,16,
606,378,12,$4.78,18,
609,379,3,$8.98,12,
609,380,2,$3.89,20,
615,381,10,$3.78,11,
616,382,9,$1.55,17,
617,383,10,$14.63,19,
617,384,7,$10.79,13,
618,385,2,$5.33,17,
618,386,10,$6.29,21,
619,387,7,$3.77,14,
619,388,6,$7.75,15,
619,389,5,$0.97,19,
619,390,2,$5.5,8,
619,391,12,$5.6,22,
620,392,4,$8.32,8,
621,393,8,$9.97,23,
622,394,7,$12.52,23,
622,395,4,$8.12,7,
623,396,4,$7.65,17,
623,397,3,$10.56,6,
624,398,7,$11.76,23,
626,399,13,$8.87,14,
629,400,3,$10.1,23,
630,401,7,$5.46,16,
631,402,12,$11.19,12,
631,403,2,$9.66,7,
635,404,12,$9.38,23,
636,405,2,$1.92,16,
637,406,8,$9.1,16,
